22.12.2023 0:00:24;Outdoor;Room;Room set Day;Hot water;Hot water set;Heating 1;Heating 1 set;Heating 2 (mixer);Heating 2 set;Actual flow;6-1-4 Set buff;0052 BURNER;PUMP HOT WATER;PUMP HEATING;0064 COLLECTOR_PUMP;fdac PUMP MIXER?;fdbf RELEASE_2WE;
22.12.2023 8:37:29;3,60;20,10;23,00;42,20;34,00;43,00;47,40;35,50;36,60;47,90;48,40;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 8:38:54;3,60;20,00;23,00;42,20;34,00;42,80;48,00;35,20;36,60;47,40;48,00;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 8:40:19;3,60;20,00;23,00;42,20;34,00;42,70;47,80;34,90;36,60;47,40;47,80;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 8:41:44;3,60;20,00;23,00;42,20;34,00;42,20;48,30;34,90;36,60;46,90;48,40;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 8:58:55;3,60;20,00;23,00;42,10;34,00;43,40;48,60;35,50;36,60;50,80;48,50;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:00:20;3,60;20,10;23,00;42,00;34,00;44,00;48,00;36,00;36,60;50,80;48,40;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:01:45;3,60;20,10;23,00;42,00;34,00;44,20;48,00;36,00;36,60;51,40;48,40;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:03:10;3,60;20,10;23,00;42,10;34,00;44,50;48,40;36,00;36,60;51,60;48,80;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:04:35;3,70;20,00;23,00;42,20;34,00;45,10;47,80;36,00;36,60;52,00;48,50;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:06:00;3,70;20,00;23,00;42,00;34,00;45,50;48,30;36,60;36,60;52,00;47,80;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:07:25;3,80;20,10;23,00;42,20;34,00;45,90;47,70;36,60;36,50;52,50;48,40;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:08:50;3,90;20,00;23,00;42,10;34,00;46,20;48,20;36,60;36,50;52,50;48,30;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:10:15;4,00;20,00;23,00;42,00;34,00;46,20;48,20;36,00;36,50;53,10;47,70;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:11:40;4,00;20,10;23,00;42,10;34,00;46,50;48,30;36,00;36,40;53,10;47,70;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:13:05;4,00;20,00;23,00;42,10;34,00;46,90;47,70;35,50;36,30;53,20;48,20;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:14:30;4,00;20,00;23,00;42,10;34,00;47,30;48,00;35,50;36,30;53,70;48,10;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:15:55;4,20;20,00;23,00;42,00;34,00;47,40;48,60;35,50;36,30;53,70;48,20;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:17:20;4,20;20,00;23,00;42,00;34,00;47,80;48,20;35,30;36,30;53,70;48,40;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:18:45;4,20;20,00;23,00;42,10;34,00;47,90;47,70;35,20;36,30;54,30;47,80;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:20:10;4,20;20,10;23,00;42,10;34,00;48,10;48,50;35,00;36,30;54,30;48,20;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:21:35;4,20;20,10;23,00;42,00;34,00;48,40;48,60;35,00;36,30;54,30;48,20;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:23:00;4,20;20,10;23,00;42,00;34,00;48,50;47,60;34,90;36,30;54,80;47,60;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:24:25;4,20;20,10;23,00;42,00;34,00;48,60;48,20;35,10;36,30;54,80;48,00;1,00;0,00;1,10;1,15;1,20;1,25;
22.12.2023 9:25:50;4,20;20,10;23,00;42,00;34,00;48,80;47,90;35,10;36,30;54,80;48,10;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:27:15;4,20;20,10;23,00;42,00;34,00;49,00;47,60;35,20;36,30;54,30;47,60;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:28:40;4,20;20,10;23,00;42,10;34,00;48,90;47,60;35,30;36,30;53,70;47,20;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:30:05;4,20;20,10;23,00;42,10;34,00;48,50;48,00;35,40;36,30;53,10;47,60;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:31:30;4,20;20,10;23,00;42,10;34,00;48,00;47,00;35,50;36,30;52,60;47,60;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:32:55;4,20;20,10;23,00;42,00;34,00;47,90;47,00;35,50;36,30;52,50;47,80;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:34:20;4,20;20,10;23,00;42,00;34,00;47,40;47,60;35,50;36,30;52,00;48,20;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:35:45;4,20;20,10;23,00;41,90;34,00;47,20;48,20;35,50;36,30;52,00;47,60;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:37:10;4,20;20,00;23,00;42,10;34,00;46,80;48,00;35,50;36,30;51,40;47,60;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:38:35;4,20;20,10;23,00;42,00;34,00;46,50;47,80;35,50;36,30;51,20;47,90;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:40:00;4,20;20,10;23,00;42,00;34,00;46,20;47,60;35,50;36,30;50,80;47,60;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:41:25;4,20;20,10;23,00;42,10;34,00;46,20;47,40;35,50;36,30;50,70;47,50;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:42:50;4,20;20,00;23,00;42,00;34,00;45,60;47,60;35,50;36,30;50,30;47,60;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:44:15;4,20;20,00;23,00;42,00;34,00;45,60;47,60;35,50;36,30;50,00;47,60;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:45:40;4,20;20,10;23,00;42,00;34,00;45,40;47,60;35,20;36,30;49,70;48,20;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:47:05;4,20;20,10;23,00;42,00;34,00;45,10;47,60;34,90;36,20;49,50;47,60;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:48:30;4,20;20,10;23,00;42,00;34,00;44,80;48,10;34,90;36,20;49,10;47,60;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:49:55;4,30;20,10;23,00;42,00;34,00;44,50;47,50;34,90;36,20;48,80;47,50;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:51:20;4,50;20,10;23,00;42,00;34,00;44,20;47,40;34,90;36,10;48,50;47,90;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:52:45;4,60;20,10;23,00;42,00;34,00;44,00;47,70;34,90;36,10;48,50;47,30;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:54:10;4,70;20,10;23,00;41,90;34,00;43,70;47,70;34,70;36,00;47,90;47,30;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:55:35;4,70;20,10;23,00;42,00;34,00;43,40;47,30;34,30;36,00;47,90;47,30;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:57:00;4,70;20,10;23,00;41,90;34,00;43,20;47,30;34,30;36,00;47,40;47,30;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:58:25;4,70;20,10;23,00;41,90;34,00;42,80;47,30;34,30;36,00;47,40;47,40;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 9:59:50;4,70;20,10;23,00;41,80;34,00;42,80;47,70;34,30;36,00;46,90;47,30;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 10:01:15;4,70;20,10;23,00;41,80;34,00;42,20;47,30;34,30;36,00;46,90;47,30;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 10:02:40;4,70;20,10;23,00;41,90;34,00;42,20;46,70;34,30;36,00;46,40;47,50;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 10:04:05;4,70;20,10;23,00;41,70;34,00;41,80;47,10;34,30;36,00;46,30;47,50;1,00;0,00;0,00;1,15;1,20;1,25;
22.12.2023 10:05:30;4,70;20,10;23,00;41,70;34,00;41,70;47,30;33,90;36,00;46,30;47,30;1,00;0,00;0,00;1,15;1,20;1,25;
